>,16-S-34:0.042504
5.230410e+04,5.26838006e-04
5.231730e+04,5.20094404e-04
5.233060e+04,5.14033787e-04
5.234380e+04,5.08570563e-04
5.235700e+04,5.03643643e-04
5.237030e+04,4.99191187e-04
5.238350e+04,4.95158205e-04
5.239680e+04,4.91501204e-04
5.241000e+04,4.88178469e-04
5.242320e+04,4.85156589e-04
5.243650e+04,4.82406878e-04
5.246060e+04,4.78031889e-04
5.248460e+04,4.74316848e-04
5.250870e+04,4.71163957e-04
5.253280e+04,4.68496138e-04
5.255690e+04,4.66242586e-04
5.258090e+04,4.64348353e-04
5.260500e+04,4.62768893e-04
5.262910e+04,4.61468386e-04
5.265080e+04,4.60511451e-04
5.267240e+04,4.59737866e-04
5.269410e+04,4.59136091e-04
5.271580e+04,4.58693932e-04
5.273740e+04,4.58401821e-04
5.275910e+04,4.58256017e-04
5.280240e+04,4.58385458e-04
5.282890e+04,4.58740555e-04
5.285540e+04,4.59309498e-04
5.288190e+04,4.60102414e-04
5.290840e+04,4.61134679e-04
5.293490e+04,4.62428194e-04
5.296140e+04,4.64012289e-04
5.298780e+04,4.65924200e-04
5.301430e+04,4.68215990e-04
5.303360e+04,4.70157381e-04
5.304920e+04,4.71927319e-04
5.306490e+04,4.73888342e-04
5.308050e+04,4.76052969e-04
5.309620e+04,4.78471163e-04
5.311180e+04,4.81163768e-04
5.312750e+04,4.84165670e-04
5.314310e+04,4.87515940e-04
5.315880e+04,4.91265443e-04
5.317200e+04,4.94792168e-04
5.318530e+04,4.98683171e-04
5.319850e+04,5.02984423e-04
5.321170e+04,5.07749372e-04
5.322500e+04,5.13039490e-04
5.323820e+04,5.18920400e-04
5.325150e+04,5.25472295e-04
5.325810e+04,5.29025936e-04
5.326470e+04,5.32780598e-04
5.327130e+04,5.36719778e-04
5.327780e+04,5.40874562e-04
5.328440e+04,5.45266787e-04
5.329100e+04,5.49910288e-04
5.329750e+04,5.54825648e-04
5.330410e+04,5.60015203e-04
5.331060e+04,5.65499120e-04
5.331720e+04,5.71295486e-04
5.332380e+04,5.77427135e-04
5.333030e+04,5.83889900e-04
5.333690e+04,5.90708618e-04
5.334350e+04,5.97893373e-04
5.335000e+04,6.05454248e-04
5.335660e+04,6.13399578e-04
5.336310e+04,6.21730780e-04
5.336970e+04,6.30452438e-04
5.337570e+04,6.38735800e-04
5.338160e+04,6.47312023e-04
5.338760e+04,6.56178192e-04
5.339360e+04,6.65310638e-04
5.339960e+04,6.74693609e-04
5.340550e+04,6.84253931e-04
5.341750e+04,7.03747446e-04
5.342940e+04,7.23286298e-04
5.344140e+04,7.42125747e-04
5.345330e+04,7.59418125e-04
5.346530e+04,7.74161415e-04
5.347390e+04,7.82736903e-04
5.348260e+04,7.89121089e-04
5.349130e+04,7.93047279e-04
5.350000e+04,7.94348206e-04
5.350650e+04,7.93562997e-04
5.351300e+04,7.91285888e-04
5.351960e+04,7.87575053e-04
5.352610e+04,7.82527167e-04
5.353260e+04,7.76245408e-04
5.353910e+04,7.68876790e-04
5.354560e+04,7.60575828e-04
5.355210e+04,7.51518791e-04
5.355870e+04,7.41841110e-04
5.356520e+04,7.31727217e-04
5.357820e+04,7.10720104e-04
5.359120e+04,6.89527723e-04
5.360430e+04,6.68821057e-04
5.363030e+04,6.30872237e-04
5.364600e+04,6.10927995e-04
5.366160e+04,5.93175805e-04
5.367730e+04,5.77499490e-04
5.369290e+04,5.63752701e-04
5.370830e+04,5.51945019e-04
5.370860e+04,5.51715485e-04
5.372430e+04,5.41221336e-04
5.373990e+04,5.32035489e-04
5.375560e+04,5.23996335e-04
5.377160e+04,5.16781001e-04
5.378760e+04,5.10453681e-04
5.380370e+04,5.04891866e-04
5.381970e+04,4.99989989e-04
5.383570e+04,4.95653067e-04
5.385170e+04,4.91807970e-04
5.386780e+04,4.88390995e-04
5.388380e+04,4.85346153e-04
5.389980e+04,4.82623619e-04
5.391580e+04,4.80186787e-04
5.393190e+04,4.77999335e-04
5.394790e+04,4.76031901e-04
5.397990e+04,4.72657038e-04
5.401200e+04,4.69899617e-04
5.403820e+04,4.68012172e-04
5.406440e+04,4.66408330e-04
5.409070e+04,4.65030615e-04
5.411690e+04,4.63846441e-04
5.414310e+04,4.62829758e-04
5.416930e+04,4.61957990e-04
5.422180e+04,4.60572968e-04
5.425390e+04,4.59919732e-04
5.428590e+04,4.59385103e-04
5.435000e+04,4.58610605e-04
5.441410e+04,4.58143037e-04
5.447820e+04,4.57909043e-04
5.452480e+04,4.57854319e-04
5.457150e+04,4.57880815e-04
5.466470e+04,4.58125140e-04
5.475800e+04,4.58566077e-04
5.485120e+04,4.59153449e-04
5.497940e+04,4.60140530e-04
5.510760e+04,4.61279007e-04
5.523580e+04,4.62527602e-04
5.536400e+04,4.63859216e-04
5.553890e+04,4.65775869e-04
5.556250e+04,4.66046018e-04
5.571370e+04,4.68082461e-04
5.588850e+04,4.70497119e-04
5.606340e+04,4.72960624e-04
5.625000e+04,4.75635157e-04
5.631980e+04,4.76635781e-04
5.657620e+04,4.80365941e-04
5.683270e+04,4.84137086e-04
5.708910e+04,4.87936313e-04
5.739210e+04,4.92454956e-04
5.741660e+04,4.92822212e-04
5.769520e+04,4.97572873e-04
5.830130e+04,5.07957049e-04
5.881410e+04,5.16778065e-04
5.927080e+04,5.24653048e-04
5.932700e+04,5.25749677e-04
5.983980e+04,5.35771141e-04
6.035260e+04,5.45803863e-04
6.091210e+04,5.56759983e-04
6.112490e+04,5.60929934e-04
6.147160e+04,5.68747769e-04
6.250000e+04,5.91952643e-04
6.259050e+04,5.93994866e-04
6.297910e+04,6.02768917e-04
6.342970e+04,6.13984270e-04
6.390620e+04,6.25848018e-04
6.426890e+04,6.35448453e-04
6.483320e+04,6.50388789e-04
6.510810e+04,6.58205797e-04
6.545130e+04,6.67966978e-04
6.594730e+04,6.82760251e-04
6.606930e+04,6.86399666e-04
6.668740e+04,7.05733139e-04
6.683320e+04,7.10394297e-04
6.699640e+04,7.15612768e-04
6.718750e+04,7.21948388e-04
6.730540e+04,7.25857360e-04
6.771900e+04,7.40129988e-04
6.792350e+04,7.47188515e-04
6.823250e+04,7.58258489e-04
6.854150e+04,7.69606811e-04
6.860480e+04,7.71989566e-04
6.885060e+04,7.81244496e-04
6.915960e+04,7.93179210e-04
6.946860e+04,8.05418872e-04
6.949060e+04,8.06313098e-04
6.977760e+04,8.17981767e-04
7.000350e+04,8.27406269e-04
7.002040e+04,8.28111507e-04
7.026330e+04,8.38444015e-04
7.050610e+04,8.48993117e-04
7.051630e+04,8.49446221e-04
7.074890e+04,8.59781825e-04
7.099170e+04,8.70783466e-04
7.102920e+04,8.72521384e-04
7.109380e+04,8.75516363e-04
7.123450e+04,8.82039695e-04
7.147730e+04,8.93537078e-04
7.154200e+04,8.96663365e-04
7.172010e+04,9.05273007e-04
7.196160e+04,9.17229090e-04
7.196290e+04,9.17293483e-04
7.220570e+04,9.29567177e-04
7.238120e+04,9.38634515e-04
7.244850e+04,9.42113937e-04
7.269130e+04,9.54959340e-04
7.280080e+04,9.60876716e-04
7.293410e+04,9.68086573e-04
7.317690e+04,9.81523006e-04
7.322040e+04,9.83966016e-04
7.329830e+04,9.88345150e-04
7.341970e+04,9.95274128e-04
7.347690e+04,9.98570185e-04
7.354110e+04,1.00227300e-03
7.366250e+04,1.00933190e-03
7.373330e+04,1.01352091e-03
7.383910e+04,1.01978787e-03
7.394950e+04,1.02640421e-03
7.398970e+04,1.02884801e-03
7.405990e+04,1.03312171e-03
7.417020e+04,1.03988070e-03
7.424610e+04,1.04459285e-03
7.428060e+04,1.04673875e-03
7.439100e+04,1.05365312e-03
7.449090e+04,1.06000154e-03
7.450130e+04,1.06066398e-03
7.472200e+04,1.07490548e-03
7.473570e+04,1.07581035e-03
7.494280e+04,1.08953157e-03
7.498050e+04,1.09206179e-03
7.500000e+04,1.09337618e-03
7.505320e+04,1.09696219e-03
7.516350e+04,1.10450822e-03
7.522520e+04,1.10875744e-03
7.527390e+04,1.11213273e-03
7.538420e+04,1.11987913e-03
7.548160e+04,1.12681410e-03
7.560500e+04,1.13565832e-03
7.560990e+04,1.13601660e-03
7.572640e+04,1.14458484e-03
7.573810e+04,1.14545358e-03
7.584780e+04,1.15365954e-03
7.586630e+04,1.15505644e-03
7.596920e+04,1.16290010e-03
7.599450e+04,1.16485832e-03
7.609060e+04,1.17238779e-03
7.612270e+04,1.17493046e-03
7.621200e+04,1.18211968e-03
7.625090e+04,1.18527877e-03
7.633340e+04,1.19212038e-03
7.636750e+04,1.19498560e-03
7.645480e+04,1.20251796e-03
7.648400e+04,1.20506936e-03
7.657620e+04,1.21342720e-03
7.660060e+04,1.21565622e-03
7.665890e+04,1.22117298e-03
7.669760e+04,1.22494499e-03
7.671710e+04,1.22686544e-03
7.676380e+04,1.23161609e-03
7.681040e+04,1.23651979e-03
7.681900e+04,1.23746073e-03
7.685700e+04,1.24166297e-03
7.688030e+04,1.24432568e-03
7.690360e+04,1.24705416e-03
7.692990e+04,1.25021861e-03
7.694040e+04,1.25152529e-03
7.695610e+04,1.25349259e-03
7.698230e+04,1.25689435e-03
7.700850e+04,1.26043006e-03
7.703480e+04,1.26412795e-03
7.704790e+04,1.26603649e-03
7.706100e+04,1.26798987e-03
7.706180e+04,1.26811211e-03
7.707410e+04,1.27000304e-03
7.708720e+04,1.27207330e-03
7.710030e+04,1.27420348e-03
7.711340e+04,1.27639644e-03
7.712950e+04,1.27917688e-03
7.714550e+04,1.28205975e-03
7.716150e+04,1.28506436e-03
7.717750e+04,1.28820158e-03
7.718320e+04,1.28936784e-03
7.719360e+04,1.29150958e-03
7.720960e+04,1.29497975e-03
7.721760e+04,1.29678204e-03
7.722560e+04,1.29863031e-03
7.723360e+04,1.30052838e-03
7.724160e+04,1.30247896e-03
7.724970e+04,1.30449488e-03
7.725770e+04,1.30655909e-03
7.726570e+04,1.30868474e-03
7.727370e+04,1.31087526e-03
7.728170e+04,1.31313622e-03
7.728970e+04,1.31546732e-03
7.729770e+04,1.31787469e-03
7.730460e+04,1.32002040e-03
7.730570e+04,1.32036342e-03
7.731380e+04,1.32295397e-03
7.732180e+04,1.32562348e-03
7.732980e+04,1.32838787e-03
7.733780e+04,1.33125248e-03
7.734580e+04,1.33422592e-03
7.735380e+04,1.33730850e-03
7.736180e+04,1.34050929e-03
7.736980e+04,1.34383504e-03
7.738080e+04,1.34859425e-03
7.739170e+04,1.35360974e-03
7.740260e+04,1.35890726e-03
7.741360e+04,1.36451022e-03
7.742450e+04,1.37043330e-03
7.742600e+04,1.37129723e-03
7.743540e+04,1.37672000e-03
7.744630e+04,1.38338464e-03
7.745730e+04,1.39045008e-03
7.746530e+04,1.39591671e-03
7.747340e+04,1.40162137e-03
7.748140e+04,1.40756054e-03
7.748940e+04,1.41375024e-03
7.749750e+04,1.42021249e-03
7.750550e+04,1.42691899e-03
7.751360e+04,1.43389728e-03
7.752160e+04,1.44113033e-03
7.752900e+04,1.44805577e-03
7.753650e+04,1.45519750e-03
7.754390e+04,1.46254074e-03
7.754740e+04,1.46609797e-03
7.755130e+04,1.47006754e-03
7.755880e+04,1.47778747e-03
7.756620e+04,1.48563751e-03
7.757360e+04,1.49360831e-03
7.758110e+04,1.50167478e-03
7.759590e+04,1.51789165e-03
7.761080e+04,1.53389141e-03
7.764050e+04,1.56308900e-03
7.765540e+04,1.57508786e-03
7.766880e+04,1.58357515e-03
7.767030e+04,1.58452663e-03
7.767770e+04,1.58812844e-03
7.768510e+04,1.59090817e-03
7.769260e+04,1.59284157e-03
7.770000e+04,1.59389012e-03
7.771190e+04,1.59373358e-03
7.772380e+04,1.59137181e-03
7.773570e+04,1.58694584e-03
7.774760e+04,1.58069344e-03
7.775720e+04,1.57450140e-03
7.776680e+04,1.56747603e-03
7.777640e+04,1.55977109e-03
7.778600e+04,1.55157336e-03
7.779020e+04,1.54783196e-03
7.779560e+04,1.54302666e-03
7.780520e+04,1.53430088e-03
7.782430e+04,1.51676997e-03
7.786270e+04,1.48372780e-03
7.788190e+04,1.46899152e-03
7.790110e+04,1.45578990e-03
7.791160e+04,1.44931705e-03
7.791600e+04,1.44661082e-03
7.793080e+04,1.43830463e-03
7.794560e+04,1.43080852e-03
7.796050e+04,1.42408873e-03
7.797530e+04,1.41805826e-03
7.799020e+04,1.41268786e-03
7.800500e+04,1.40789352e-03
7.801990e+04,1.40364672e-03
7.803300e+04,1.40030541e-03
7.803470e+04,1.39987380e-03
7.804960e+04,1.39656694e-03
7.806440e+04,1.39364363e-03
7.807920e+04,1.39108036e-03
7.809410e+04,1.38884618e-03
7.810890e+04,1.38689647e-03
7.812380e+04,1.38521705e-03
7.812500e+04,1.38509960e-03
7.813860e+04,1.38376856e-03
7.815440e+04,1.38250506e-03
7.815890e+04,1.38214942e-03
7.817910e+04,1.38088868e-03
7.819940e+04,1.37994609e-03
7.821960e+04,1.37927401e-03
7.823980e+04,1.37883377e-03
7.826010e+04,1.37860863e-03
7.827580e+04,1.37857183e-03
7.828030e+04,1.37856797e-03
7.830060e+04,1.37872630e-03
7.833020e+04,1.37920559e-03
7.835990e+04,1.37996479e-03
7.838960e+04,1.38095479e-03
7.839720e+04,1.38125887e-03
7.841930e+04,1.38217078e-03
7.844900e+04,1.38356588e-03
7.847870e+04,1.38510836e-03
7.850840e+04,1.38677874e-03
7.851860e+04,1.38739086e-03
7.853810e+04,1.38857939e-03
7.859740e+04,1.39247127e-03
7.864010e+04,1.39549529e-03
7.865680e+04,1.39670152e-03
7.871620e+04,1.40123205e-03
7.876150e+04,1.40483301e-03
7.877560e+04,1.40598308e-03
7.882690e+04,1.41029290e-03
7.887810e+04,1.41469166e-03
7.892940e+04,1.41917780e-03
7.898070e+04,1.42373362e-03
7.900430e+04,1.42586802e-03
7.908330e+04,1.43315808e-03
7.912570e+04,1.43714270e-03
7.918580e+04,1.44289417e-03
7.924710e+04,1.44884601e-03
7.930460e+04,1.45452788e-03
7.942330e+04,1.46638872e-03
7.948990e+04,1.47309958e-03
7.954210e+04,1.47852488e-03
7.966080e+04,1.49093821e-03
7.973270e+04,1.49849666e-03
7.980120e+04,1.50582365e-03
7.985410e+04,1.51150598e-03
7.994150e+04,1.52106515e-03
7.997550e+04,1.52479610e-03
8.008190e+04,1.53669659e-03
8.021830e+04,1.55198789e-03
8.022220e+04,1.55243823e-03
8.045970e+04,1.57993187e-03
8.046110e+04,1.58009431e-03
8.069720e+04,1.60820814e-03
8.070390e+04,1.60900720e-03
8.093470e+04,1.63738203e-03
8.094670e+04,1.63885900e-03
8.117220e+04,1.66740776e-03
8.118950e+04,1.66959981e-03
8.125000e+04,1.67747632e-03
8.140970e+04,1.69826809e-03
8.143230e+04,1.70121225e-03
8.164720e+04,1.73011596e-03
8.167510e+04,1.73387090e-03
8.191790e+04,1.76746026e-03
8.212230e+04,1.79656905e-03
8.216070e+04,1.80204059e-03
8.240350e+04,1.83774817e-03
8.253250e+04,1.85724963e-03
8.264630e+04,1.87445873e-03
8.288910e+04,1.91237252e-03
8.294270e+04,1.92099250e-03
8.313200e+04,1.95144240e-03
8.335300e+04,1.98805236e-03
8.337480e+04,1.99166421e-03
8.366170e+04,2.04096926e-03
8.376320e+04,2.05903131e-03
8.394870e+04,2.09204524e-03
8.423560e+04,2.14504239e-03
8.423820e+04,2.14554170e-03
8.437500e+04,2.17181511e-03
8.452260e+04,2.20016324e-03
8.471320e+04,2.23811440e-03
8.480950e+04,2.25729030e-03
8.495300e+04,2.28670527e-03
8.509650e+04,2.31707974e-03
8.518820e+04,2.33677588e-03
8.538340e+04,2.37870457e-03
8.566330e+04,2.44109418e-03
8.567040e+04,2.44267684e-03
8.591320e+04,2.49939489e-03
8.603460e+04,2.52792017e-03
8.615600e+04,2.55770894e-03
8.639740e+04,2.61725465e-03
8.639880e+04,2.61759999e-03
8.664160e+04,2.68022905e-03
8.688440e+04,2.74491010e-03
8.712720e+04,2.81136763e-03
8.713150e+04,2.81259423e-03
8.737000e+04,2.88062905e-03
8.750000e+04,2.91911688e-03
8.761280e+04,2.95251302e-03
8.785560e+04,3.02644961e-03
8.786560e+04,3.02960981e-03
8.809840e+04,3.10318023e-03
8.834120e+04,3.18326437e-03
8.858400e+04,3.26567601e-03
8.859970e+04,3.27118430e-03
8.882680e+04,3.35086267e-03
8.906960e+04,3.44025789e-03
8.919110e+04,3.48519300e-03
8.931250e+04,3.53232259e-03
8.955530e+04,3.62717078e-03
8.979810e+04,3.72705394e-03
8.991950e+04,3.77732802e-03
9.000000e+04,3.81230246e-03
9.004090e+04,3.83007225e-03
9.028370e+04,3.93616934e-03
9.052650e+04,4.04763391e-03
9.062500e+04,4.09447965e-03
9.076930e+04,4.16310852e-03
9.101210e+04,4.28207033e-03
9.125490e+04,4.40649460e-03
9.129090e+04,4.42570504e-03
9.149770e+04,4.53605887e-03
9.174050e+04,4.66961320e-03
9.198330e+04,4.80862050e-03
9.222610e+04,4.95412576e-03
9.246890e+04,5.10414351e-03
9.258180e+04,5.17639635e-03
9.271170e+04,5.25952895e-03
9.295450e+04,5.42299905e-03
9.307600e+04,5.50519485e-03
9.319740e+04,5.59158963e-03
9.344020e+04,5.76554767e-03
9.375000e+04,6.00082100e-03
9.381810e+04,6.05253915e-03
9.387260e+04,6.09655938e-03
9.419600e+04,6.35777345e-03
9.457390e+04,6.68282472e-03
9.495180e+04,7.03038138e-03
9.514070e+04,7.21291865e-03
9.516350e+04,7.23598420e-03
9.531250e+04,7.38671977e-03
9.532970e+04,7.40412024e-03
9.551860e+04,7.60269511e-03
9.570760e+04,7.81437041e-03
9.608550e+04,8.28482176e-03
9.627440e+04,8.56325320e-03
9.646340e+04,8.89249038e-03
9.661180e+04,9.21940809e-03
9.676020e+04,9.66228219e-03
9.683450e+04,9.95535836e-03
9.687500e+04,1.01641712e-02
9.690870e+04,1.03379244e-02
9.698290e+04,1.08587151e-02
9.702000e+04,1.11985300e-02
9.705710e+04,1.16125396e-02
9.710080e+04,1.22369733e-02
9.712260e+04,1.26266623e-02
9.714440e+04,1.30838009e-02
9.716630e+04,1.36259641e-02
9.718810e+04,1.42764266e-02
9.720990e+04,1.50644485e-02
9.723180e+04,1.60340144e-02
9.724380e+04,1.66697516e-02
9.725580e+04,1.73942184e-02
9.726780e+04,1.82241346e-02
9.727980e+04,1.91799251e-02
9.729180e+04,2.02900898e-02
9.730380e+04,2.15868335e-02
9.731580e+04,2.31154711e-02
9.732780e+04,2.49280621e-02
9.733440e+04,2.60628314e-02
9.734090e+04,2.73187251e-02
9.734750e+04,2.87136981e-02
9.735400e+04,3.02679852e-02
9.736060e+04,3.20048613e-02
9.736710e+04,3.39514014e-02
9.737370e+04,3.61391452e-02
9.738020e+04,3.86010575e-02
9.738620e+04,4.11447644e-02
9.739220e+04,4.39921847e-02
9.739820e+04,4.71904382e-02
9.740420e+04,5.07877845e-02
9.741020e+04,5.48439784e-02
9.741620e+04,5.94016747e-02
9.742220e+04,6.45237630e-02
9.742820e+04,7.02626831e-02
9.743440e+04,7.69185384e-02
9.744070e+04,8.42921148e-02
9.744690e+04,9.23701126e-02
9.745310e+04,1.01062092e-01
9.746560e+04,1.19470146e-01
9.747180e+04,1.28471349e-01
9.747800e+04,1.36698306e-01
9.748350e+04,1.42884673e-01
9.748630e+04,1.45457260e-01
9.748900e+04,1.47627999e-01
9.749180e+04,1.49356990e-01
9.749450e+04,1.50614783e-01
9.749730e+04,1.51376679e-01
9.750000e+04,1.51628428e-01
9.750300e+04,1.51318730e-01
9.750600e+04,1.50412435e-01
9.750900e+04,1.48928543e-01
9.751190e+04,1.46901254e-01
9.751490e+04,1.44371417e-01
9.751790e+04,1.41393183e-01
9.752090e+04,1.38022601e-01
9.752390e+04,1.34321420e-01
9.752980e+04,1.26168564e-01
9.753580e+04,1.17452360e-01
9.754770e+04,9.99116526e-02
9.755390e+04,9.14097676e-02
9.756000e+04,8.35363994e-02
9.756610e+04,7.63435125e-02
9.757230e+04,6.98710069e-02
9.757840e+04,6.40746127e-02
9.758180e+04,6.12518682e-02
9.758460e+04,5.89272550e-02
9.759070e+04,5.43619594e-02
9.759690e+04,5.03182110e-02
9.760340e+04,4.65071163e-02
9.761000e+04,4.31560093e-02
9.761650e+04,4.02042801e-02
9.762310e+04,3.76020541e-02
9.762960e+04,3.52947066e-02
9.763620e+04,3.32466127e-02
9.764280e+04,3.14230976e-02
9.764930e+04,2.97970865e-02
9.765830e+04,2.78471272e-02
9.766720e+04,2.61608865e-02
9.767610e+04,2.46954246e-02
9.768510e+04,2.34154968e-02
9.769400e+04,2.22910831e-02
9.770300e+04,2.12979588e-02
9.771190e+04,2.04173138e-02
9.772080e+04,1.96337584e-02
9.773630e+04,1.84676403e-02
9.775180e+04,1.74999761e-02
9.776730e+04,1.66892511e-02
9.778280e+04,1.60049704e-02
9.779830e+04,1.54231942e-02
9.781380e+04,1.49264426e-02
9.784480e+04,1.41217033e-02
9.787820e+04,1.34678233e-02
9.791160e+04,1.29715475e-02
9.794490e+04,1.25924061e-02
9.797830e+04,1.22938243e-02
9.803080e+04,1.19432786e-02
9.808320e+04,1.16966624e-02
9.818810e+04,1.14028340e-02
9.829300e+04,1.12571098e-02
9.839790e+04,1.11950801e-02
9.843750e+04,1.11986693e-02
9.859820e+04,1.12132367e-02
9.879840e+04,1.13129034e-02
9.919900e+04,1.16191113e-02
1.000000e+05,1.23091415e-02
1.005930e+05,1.27616721e-02
1.011860e+05,1.31097031e-02
1.014820e+05,1.32354114e-02
1.015680e+05,1.32613586e-02
1.016990e+05,1.33008864e-02
1.017790e+05,1.33250256e-02
1.020750e+05,1.33766422e-02
1.023710e+05,1.33879791e-02
1.026480e+05,1.33565642e-02
1.029250e+05,1.32845845e-02
1.031370e+05,1.32171351e-02
1.032020e+05,1.31964574e-02
1.033980e+05,1.30972475e-02
1.034780e+05,1.30567538e-02
1.037550e+05,1.28974805e-02
1.040320e+05,1.27071425e-02
1.045850e+05,1.22533166e-02
1.047050e+05,1.21352885e-02
1.050960e+05,1.17507373e-02
1.051710e+05,1.16769743e-02
1.054640e+05,1.13673370e-02
1.057570e+05,1.10440198e-02
1.062730e+05,1.04597385e-02
1.063430e+05,1.03804809e-02
1.067950e+05,9.86313424e-03
1.069290e+05,9.70976167e-03
1.072000e+05,9.40752593e-03
1.075150e+05,9.05624196e-03
1.081010e+05,8.43725557e-03
1.081270e+05,8.41205167e-03
1.084940e+05,8.05633092e-03
1.086870e+05,7.86926272e-03
1.090530e+05,7.55984885e-03
1.092730e+05,7.37389789e-03
1.097940e+05,7.03902392e-03
1.099800e+05,6.96091409e-03
1.100550e+05,6.92943295e-03
1.101930e+05,6.89965129e-03
1.103160e+05,6.87310692e-03
1.104210e+05,6.87680454e-03
1.105860e+05,6.92823625e-03
1.106200e+05,6.93884167e-03
1.107190e+05,7.00615789e-03
1.108180e+05,7.10638194e-03
1.109170e+05,7.24466279e-03
1.110160e+05,7.44083633e-03
1.111150e+05,7.71116649e-03
1.111920e+05,8.00058002e-03
1.112140e+05,8.08327596e-03
1.112600e+05,8.30359396e-03
1.113070e+05,8.56064960e-03
1.113530e+05,8.86227767e-03
1.113600e+05,8.91517162e-03
1.113990e+05,9.20986655e-03
1.114450e+05,9.62623507e-03
1.114920e+05,1.01187755e-02
1.115380e+05,1.07052692e-02
1.115840e+05,1.14075672e-02
1.116200e+05,1.20600720e-02
1.116570e+05,1.28154627e-02
1.116930e+05,1.36952064e-02
1.117290e+05,1.47221043e-02
1.117480e+05,1.53006767e-02
1.117660e+05,1.59266525e-02
1.117840e+05,1.66041181e-02
1.117980e+05,1.71707878e-02
1.118020e+05,1.73326951e-02
1.118200e+05,1.81246427e-02
1.118380e+05,1.89753950e-02
1.118570e+05,1.98978737e-02
1.118750e+05,2.08852353e-02
1.119040e+05,2.26461972e-02
1.119340e+05,2.46041898e-02
1.119630e+05,2.67516097e-02
1.119930e+05,2.90447605e-02
1.120510e+05,3.37653880e-02
1.120810e+05,3.59532795e-02
1.120960e+05,3.69248658e-02
1.121100e+05,3.77862510e-02
1.121280e+05,3.86362433e-02
1.121450e+05,3.92602300e-02
1.121630e+05,3.96364598e-02
1.121800e+05,3.97478292e-02
1.121950e+05,3.96223613e-02
1.122110e+05,3.92918863e-02
1.122260e+05,3.87673255e-02
1.122410e+05,3.80711957e-02
1.122560e+05,3.72157516e-02
1.122720e+05,3.62352900e-02
1.123020e+05,3.39757799e-02
1.123630e+05,2.90336335e-02
1.123940e+05,2.66120560e-02
1.124040e+05,2.58576193e-02
1.124240e+05,2.43487556e-02
1.124470e+05,2.28124755e-02
1.124690e+05,2.13942775e-02
1.124910e+05,2.00880839e-02
1.125140e+05,1.88903820e-02
1.125280e+05,1.81937390e-02
1.125360e+05,1.77956573e-02
1.125580e+05,1.67968821e-02
1.125800e+05,1.58866465e-02
1.126030e+05,1.50574477e-02
1.126370e+05,1.39327302e-02
1.126710e+05,1.29587770e-02
1.127050e+05,1.21137381e-02
1.127380e+05,1.13697764e-02
1.127720e+05,1.07166364e-02
1.127960e+05,1.03103832e-02
1.128060e+05,1.01411162e-02
1.128400e+05,9.63201302e-03
1.128740e+05,9.17981453e-03
1.129260e+05,8.58010316e-03
1.129780e+05,8.07213279e-03
1.130300e+05,7.63818604e-03
1.130820e+05,7.26506747e-03
1.131330e+05,6.94031988e-03
1.131850e+05,6.66050981e-03
1.131880e+05,6.64597662e-03
1.132370e+05,6.40863448e-03
1.132890e+05,6.18622055e-03
1.133490e+05,5.95910323e-03
1.134090e+05,5.75873777e-03
1.135280e+05,5.42009508e-03
1.135800e+05,5.30064477e-03
1.136480e+05,5.14450340e-03
1.136960e+05,5.05366586e-03
1.137680e+05,4.91740971e-03
1.138870e+05,4.72132908e-03
1.139720e+05,4.60149864e-03
1.140070e+05,4.55219421e-03
1.142390e+05,4.28042200e-03
1.142460e+05,4.27222973e-03
1.145070e+05,4.03101169e-03
1.145340e+05,4.00609690e-03
1.147740e+05,3.82536221e-03
1.148210e+05,3.79005966e-03
1.148640e+05,3.76239170e-03
1.150410e+05,3.64850311e-03
1.151080e+05,3.60553880e-03
1.152370e+05,3.53312002e-03
1.153950e+05,3.44479650e-03
1.154330e+05,3.42676317e-03
1.156290e+05,3.33434195e-03
1.156600e+05,3.31984664e-03
1.158250e+05,3.24269465e-03
1.159700e+05,3.17564175e-03
1.160220e+05,3.15558290e-03
1.162180e+05,3.08139222e-03
1.163160e+05,3.04496016e-03
1.164140e+05,3.00911295e-03
1.164570e+05,2.99368135e-03
1.165120e+05,2.97394346e-03
1.165440e+05,2.96271483e-03
1.166100e+05,2.94370376e-03
1.167080e+05,2.91649489e-03
1.168060e+05,2.89051353e-03
1.169040e+05,2.86606658e-03
1.170020e+05,2.84352850e-03
1.170510e+05,2.83314014e-03
1.171000e+05,2.82344078e-03
1.171490e+05,2.81453030e-03
1.171980e+05,2.80652644e-03
1.172460e+05,2.79969644e-03
1.172470e+05,2.79959837e-03
1.172530e+05,2.79915752e-03
1.172960e+05,2.79599831e-03
1.173450e+05,2.79379029e-03
1.173940e+05,2.79320169e-03
1.174320e+05,2.79401165e-03
1.174700e+05,2.79611843e-03
1.175070e+05,2.80001004e-03
1.175450e+05,2.80524470e-03
1.175830e+05,2.81246558e-03
1.176210e+05,2.82180913e-03
1.176590e+05,2.83385552e-03
1.176970e+05,2.84888231e-03
1.177210e+05,2.86066988e-03
1.177460e+05,2.87380348e-03
1.177700e+05,2.88908023e-03
1.177950e+05,2.90610253e-03
1.178190e+05,2.92572322e-03
1.178440e+05,2.94761056e-03
1.178680e+05,2.97269347e-03
1.178930e+05,3.00071843e-03
1.179170e+05,3.03272103e-03
1.179420e+05,3.06856677e-03
1.179480e+05,3.07877976e-03
